App,Category,Rating,Reviews,Size in KB,Price,Content Rating,Current Version,Number of Languages
Sonic the Hedgehog 2,Game,4.0,9405,47182,2.99,Everyone,3.1.10,1
,None,0.0,0,0,0.0,Unrated,,1
Simply Being - Guided Meditation for Relaxation and Presence,Health & Fitness,4.5,2417,100048,1.99,Everyone,6.0,1
CamCard - Business card scanner & reader,Business,4.5,2923,174839,0.99,Everyone,7.9.5,7
This American Life,Entertainment,3.5,8657,13725,2.99,Everyone 10+,3.0.8,1
Timetracks - Slit-Scan Camera,Photo & Video,2.0,70,11369,0.99,Everyone,2.2.0,5
,None,0.0,0,0,0.0,Unrated,,1
franceinfo - l'actualité & les élections en direct,News & Magazines,4.0,162,155857,0.0,Mature 17+,5.2.0,2
,None,0.0,0,0,0.0,Unrated,,1
DOUBUTSU URANAI®-Animal Fortune-,Lifestyle,4.0,5,38718,0.99,Everyone,2.9.5,2
Doodle Army,Game,4.0,12354,17879,0.99,Teen,3.1.0,1
Ameba,Social,3.0,269,96635,0.0,Teen,8.6.1,1
eBook: War and Peace,Books & Reference,0.0,0,8039,3.99,Everyone 10+,7.1,1
Plants vs. Zombies,Game,5.0,426463,105379,0.99,Everyone 10+,1.9.13,5
Weibo,Social,3.5,7265,199585,0.0,Mature 17+,7.5.2,2
大众点评-发现品质生活,Lifestyle,4.0,844,244516,0.0,Mature 17+,9.2.4,2
AlloCiné : Cinéma et Séries,Entertainment,4.0,101,123450,0.0,Teen,7.1.0,1
"Badoo - Meet New People, Chat, Socialize.",Social,4.5,34428,157625,0.0,Mature 17+,5.8.0,30
Flick Kick Field Goal,Game,4.5,36946,75612,1.99,Everyone,1.11.0,3
Venmo,Finance,4.5,21090,68153,0.0,Everyone,7.1.0,1
"Dungeons & Such Treasures,Collectibles and Dragons",Game,4.5,653,84469,2.99,Teen,3.4.2,31
"StarMap 3D+: Night Sky, Astronomy, Star View Guide",Education,4.5,1118,100368,3.99,Everyone,3.5.3,29
Shift Worker,Productivity,4.0,348,7344,1.99,Everyone,1.5.4,1
"Spy Calc - Hide pictures, videos, documents",Utilities,3.5,207,25097,1.99,Everyone 10+,3.0.3,34
Waterlogged - Daily Hydration Tracker,Health & Fitness,4.5,5000,43439,0.0,Teen,2.5.11,10
MyNetDiary PRO - Calorie Counter and Food Diary,Health & Fitness,4.5,15188,83851,3.99,Teen,5.30,2
The Washington Post Classic,News & Magazines,4.5,18572,118980,0.0,Teen,3.8.2,1
F-Sim Space Shuttle,Game,4.5,6403,76394,4.99,Everyone,2.10,1
"Groupon - Deals, Coupons & Discount Shopping App",Shopping,4.5,417779,127382,0.0,Teen,17.7,10
Learn to Speak Spanish Fast With MosaLingua,Education,5.0,9,48819,4.99,Teen,9.2,5
"Coaster VR, Extreme Endless 3D Stereograph",Entertainment,2.5,107,30977,0.99,Everyone,1.1.5,1
Parents Calling Easter Bunny,Lifestyle,2.0,72,8073,1.99,Everyone,1.0,1
Sporcle,Game,3.5,2044,15676,2.99,Everyone 10+,5.4,1
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",Sports,3.5,16683,81876,0.0,Everyone,5.5,2
DOOM II RPG,Game,3.0,1455,48700,0.99,Teen,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
STREET FIGHTER IV,Game,4.0,15056,581353,4.99,Mature 17+,1.00.12,3
Dr. Seuss Camera - The Cat in the Hat Edition,Photo & Video,4.5,249,9906,0.99,Everyone,1.5.5,1
FINAL FANTASY,Game,4.0,6091,114843,7.99,Everyone 10+,1.1.2,8
FINAL FANTASY II,Game,4.0,2754,199450,7.99,Everyone 10+,1.1.1,6
,None,0.0,0,0,0.0,Unrated,,1
Worms 2: Armageddon,Game,4.5,9870,529755,4.99,Teen,1.25,1
SoundHound Song Search & Music Player,Music,4.0,82602,70516,0.0,Everyone 10+,7.6,23
Jourist Weltübersetzer,Travel & Local,0.0,0,147066,7.99,Everyone,2.8,1
TeachMe: 1st Grade,Education,4.0,762,90241,1.99,Everyone,4.0.2,1
TeachMe: 3rd Grade,Education,4.0,160,174268,1.99,Everyone,2.0.2,1
ヤフオク! 利用者数NO.1のオークション、フリマアプリ,Shopping,3.0,9,187040,0.0,Mature 17+,6.14.0,1
Kik,Social,4.0,260965,151864,0.0,Teen,11.21.0,14
Slow Shutter Cam,Photo & Video,4.0,2305,4466,1.99,Everyone,4.0,4
PeakFinder Earth,Travel & Local,4.0,137,35478,4.99,Everyone,3.0.7,10
,None,0.0,0,0,0.0,Unrated,,1
AgingBooth,Entertainment,4.0,11999,31869,0.0,Everyone,3.9.5,1
"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",Photo & Video,4.5,1995,21771,1.99,Teen,6.5,14
Tabs & Chords by Ultimate Guitar - learn and play,Music,4.5,35045,103049,2.99,Everyone,3.1.2,6
"Dude, your car!",Entertainment,4.0,343,40586,0.99,Everyone,2.5,30
Drawing Pad,Entertainment,4.0,1824,220397,1.99,Everyone,2.5.1,22
,None,0.0,0,0,0.0,Unrated,,1
ESPN Tournament Challenge,Sports,4.0,39642,69057,0.0,Everyone,5.5.3,1
Solitaire,Game,4.5,679055,101943,0.0,Everyone,4.11.2,11
,None,0.0,0,0,0.0,Unrated,,1
Notability,Productivity,4.0,17594,122235,9.99,Everyone,6.5.2,14
,None,0.0,0,0,0.0,Unrated,,1
Rubik's® Cube,Game,4.0,3531,151954,1.99,Everyone,2.5,1
Super Why! Power to Read,Education,3.5,1080,138047,3.99,Everyone,4.0,1
Amex Mobile,Finance,4.0,11421,105982,0.0,Everyone,5.21.1,1
Fruit Ninja Classic,Game,4.5,698516,104590,1.99,Everyone,2.3.9,13
,None,0.0,0,0,0.0,Unrated,,1
Animation Creator HD,Entertainment,4.0,4497,32051,3.99,Teen,1.14.3,1
Plants vs. Zombies HD,Game,5.0,163598,225859,0.99,Everyone 10+,1.9.12,5
SCRABBLE Premium for iPad,Game,3.5,39678,229992,9.99,Everyone,5.19.0,6
Graphic - illustration and design,Productivity,4.5,1809,32604,8.99,Everyone,3.2.5,1
Ship Finder,Maps & Navigation,3.5,624,22948,4.99,Everyone,9.0.1,1
Photogene ⁴,Photo & Video,4.5,3761,35422,2.99,Everyone,4.3,1
Hurricane HD,Weather,4.0,353,32083,3.99,Teen,3.0,1
Star Walk HD - Night Sky Map,Education,4.5,6503,150221,4.99,Everyone,7.2.3,12
Space War HD,Game,3.0,71,30270,0.99,Everyone,5.3,4
Netflix,Entertainment,3.5,308844,125016,0.0,Everyone,9.21.3,20
forScore,Music,4.5,3909,35717,9.99,Everyone,10.2.5,14
ComicGlass [ComicReader],Utilities,4.5,308,31955,2.99,Teen,9.11,7
iAnnotate PDF,Productivity,4.5,11156,44099,9.99,Everyone,3.2.6,1
ArtStudio for iPad - Draw Sketch and Paint,Photo & Video,4.5,8542,34310,4.99,Everyone,5.98,1
Call of Duty: Zombies HD,Game,3.5,5853,35602,4.99,Mature 17+,1.3.3,1
Small World 2,Game,4.0,1506,234123,1.99,Everyone 10+,2.5.1,6
Qzone,Social,3.5,1649,133874,0.0,Everyone,7.2.8,3
ABC – Watch Live TV & Stream Full Episodes,Entertainment,3.0,78890,85724,0.0,Teen,5.0.14,1
Fieldrunners for iPad,Game,4.0,2147,219693,3.99,Everyone 10+,1.3.177598,1
Angry Birds HD,Game,4.5,89110,176164,0.0,Everyone,7.4.0,10
"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",Weather,4.0,208648,59101,0.0,Everyone,4.5.1,1
Do Not Press The Red Button HD,Entertainment,2.5,856,10907,1.99,Teen,1.2,1
"Digits, the calculator for humans",Productivity,4.5,7825,4177,3.99,Everyone,2.2.1,1
"PDF Reader Pro Edition - Annotate,edit & sign PDFs",Business,4.0,7033,62978,9.99,Everyone,8.3,11
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
National Geographic World Atlas,Books & Reference,4.0,4255,66138,1.99,Everyone,4.1.1,1
FileBrowser - Access files on remote computers,Utilities,4.5,3230,68073,5.99,Everyone,9.7,7
Dictionary.com Dictionary & Thesaurus for iPad,Books & Reference,4.5,54175,165748,0.0,Everyone,4.0,9
Animation & Drawing by Do Ink,Education,4.0,308,33857,4.99,Everyone,4.5,1
AirCoaster - Roller Coaster Builder,Game,3.0,2602,22763,0.99,Everyone 10+,2.0,1
"Documents 6 - File manager, PDF reader and browser",Productivity,4.5,29110,107259,0.0,Mature 17+,6.0,9
The World Factbook for iPad,Books & Reference,3.5,273,73224,1.99,Everyone,1.2.3,1
Photo Transfer App - Easy backup of photos+videos,Photo & Video,4.5,15654,45182,0.0,Everyone,6.2.1,2
,None,0.0,0,0,0.0,Unrated,,1
TwitCasting Viewer - Watch Live Video & Radio,Entertainment,2.5,189,16292,0.0,Teen,4.169,9
Ski Tracks,Maps & Navigation,4.5,829,24851,0.99,Everyone,1.6.5,7
The Photographer's Ephemeris,Photo & Video,5.0,663,58463,8.99,Everyone,3.14.1,1
▻Sudoku,Game,4.5,359832,71002,0.0,Everyone,5.4,7
,None,0.0,0,0,0.0,Unrated,,1
"StubHub - Tickets to Sports, Concerts and Theatre",Entertainment,3.5,9011,112609,0.0,Everyone,6.5.2,6
"Runtastic PRO Running, Jogging and Fitness Tracker",Health & Fitness,4.5,17667,149536,4.99,Everyone,7.3,15
OverDrive – Library eBooks and Audiobooks,Books & Reference,4.0,65450,39844,0.0,Everyone,3.6.4,18
,None,0.0,0,0,0.0,Unrated,,1
Hotels & Vacation Rentals by Booking.com,Travel & Local,4.5,31261,105609,0.0,Everyone,14.4,40
The Impossible Game,Game,4.0,9885,14160,0.99,Everyone,1.6.1,1
PrankDial - #1 Prank Call App,Entertainment,3.0,11091,112515,0.0,Everyone,4.1.11,6
Fox News,News & Magazines,4.0,132703,64705,0.0,Everyone,2.6,1
Live Cams - HD,Travel & Local,2.5,286,37161,4.99,Everyone,2.0.100,1
,None,0.0,0,0,0.0,Unrated,,1
QR Reader for iPhone,Utilities,4.0,12683,54776,0.0,Teen,5.9.2,29
,None,0.0,0,0,0.0,Unrated,,1
Uber,Travel & Local,3.0,49466,283852,0.0,Everyone,3.247.2,41
,None,0.0,0,0,0.0,Unrated,,1
WEB.DE Mail,Productivity,4.0,168,101923,0.0,Everyone,6.2,2
iBunkoHD,Books & Reference,4.0,114,40479,6.99,Mature 17+,3.4.4,3
Hurricane Tracker For iPad,Weather,4.5,2798,10612,2.99,Everyone,4.2,1
"6play, TV en direct et en replay",Entertainment,3.5,62,94592,0.0,Everyone,4.3.7,1
,None,0.0,0,0,0.0,Unrated,,1
AudioNote - Notepad and Voice Recorder,Business,4.0,1756,33213,9.99,Everyone,6.3,5
Breathing Zone: Guided Breathing for Mindfulness,Health & Fitness,4.5,511,37140,3.99,Everyone,3.1,1
My Virtual Girlfriend - Deluxe Dating Sim,Game,3.5,2609,144180,0.99,Mature 17+,3.62,1
Fake-A-Location Free ™,Social,1.5,354,7689,0.0,Everyone,1.01,1
QQ 浏览器-搜新闻、选小说漫画、看视频,Utilities,3.5,1750,119812,0.0,Mature 17+,7.4.1,1
Math Ninja HD,Game,4.5,1121,25137,1.99,Everyone 10+,1.7,1
,None,0.0,0,0,0.0,Unrated,,1
Résultats Foot en Direct,Sports,4.5,339,65074,0.0,Everyone,4.0.1,1
,None,0.0,0,0,0.0,Unrated,,1
Chase Mobile,Finance,4.5,34322,34950,0.0,Everyone,3.620,1
Captio - Email yourself with 1 tap,Productivity,4.5,162,19054,1.99,Everyone,2.8.1,3
My Vodafone,Utilities,3.0,8,83575,0.0,Everyone,6.5,1
Math Bingo,Education,4.5,4386,14602,2.99,Everyone,1.7,1
,None,0.0,0,0,0.0,Unrated,,1
▻Sudoku +,Game,5.0,5397,61595,4.99,Everyone,5.4,7
"Tango - Free Video Call, Voice and Chat",Social,4.5,75412,134848,0.0,Mature 17+,4.1.219400,18
MeetMe - Chat and Meet New People,Social,4.0,97072,133956,0.0,Mature 17+,12.1.1.0,18
WebMD for iPad,Health & Fitness,3.5,9142,17613,0.0,Teen,3.5,1
GeoBee Challenge HD by National Geographic,Game,4.5,1957,35975,1.99,Everyone,2.2,1
"OPlayer HD - video player, classic media streaming",Entertainment,4.0,2944,127020,4.99,Mature 17+,3.3,29
TouchRetouch,Photo & Video,4.0,588,27962,1.99,Everyone,4.0.1,14
Cat Physics,Game,4.5,40552,14824,1.99,Everyone,1.26.1,1
随手记（专业版）-好用的记账理财工具,Finance,4.5,1267,83899,0.99,Everyone,10.6.3,3
AnkiMobile Flashcards,Education,4.0,753,19371,24.99,Everyone,2.0.30,1
WeatherPro for iPad,Weather,4.0,725,59475,2.99,Everyone,4.4.2,13
Real英会話,Education,4.5,45,80203,3.99,Teen,5.1,1
BATTLE BEARS -1,Game,4.0,14910,227403,0.99,Teen,1.5.7,1
Crash Bandicoot Nitro Kart 2,Game,3.5,3064,75254,2.99,Everyone 10+,1.0.5,1
WIRED Magazine,News & Magazines,2.5,12074,23879,0.0,Mature 17+,4.6.7,1
,None,0.0,0,0,0.0,Unrated,,1
Popplet,Productivity,4.0,336,4893,4.99,Everyone,2.3,1
Notes Plus,Productivity,4.0,6257,109620,9.99,Everyone,5.0,11
,None,0.0,0,0,0.0,Unrated,,1
Color Splash for iPad,Photo & Video,4.5,2445,18752,1.99,Everyone,3.6.1,1
Robot Unicorn Attack,Game,4.0,22150,52117,0.99,Everyone 10+,3.4,1
SimSimi,Social,4.0,23530,31358,0.0,Mature 17+,6.8.9,25
Carcassonne,Game,4.5,10846,359192,9.99,Everyone,4.28,2
Apple Store,Shopping,3.5,55171,70782,0.0,Everyone,4.2,21
TED,Education,3.5,5782,84056,0.0,Teen,3.0.4,22
Météo-France,Weather,3.5,24,124090,0.0,Everyone,5.7.1150,3
Ma Banque,Finance,3.5,17,137866,0.0,Everyone,11.0.1,1
Doodle God™,Game,4.5,35759,121715,1.99,Teen,3.0.19,13
Carnivores: Dinosaur Hunter Pro,Game,4.0,18306,304654,2.99,Teen,1.7.0,4
Blackboard Mobile Learn™,Education,2.0,13567,51179,0.0,Everyone,4.1.2,14
"SEC Football Schedules, Scores & Radio",Sports,3.0,240,60380,1.99,Everyone,5.2.135,1
Hulu: Watch TV Shows & Stream the Latest Movies,Entertainment,2.0,56170,99568,0.0,Teen,4.10.1,2
かなもじ,Education,4.5,19,61272,3.99,Everyone,1.9.3,2
,None,0.0,0,0,0.0,Unrated,,1
恵方コンパス.,Maps & Navigation,0.0,0,41207,0.0,Everyone,2.1.0,1
360 Panorama,Photo & Video,4.5,10463,7954,1.99,Everyone,4.4.3,3
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",Lifestyle,4.5,1255,7876,0.0,Teen,3.2,1
Cake Doodle,Game,4.0,5803,99558,0.99,Everyone,1.21,1
The Impossible Quiz! for iPad,Game,4.0,227,16857,1.99,Everyone 10+,1.0,1
Boating USA,Maps & Navigation,3.5,342,111196,9.99,Everyone,10.4.3,5
Diptic,Photo & Video,4.5,7578,36705,2.99,Everyone,10,1
Family Feud™ HD,Game,3.5,1156,79312,6.99,Everyone,1.0.1,1
Edmodo,Education,3.5,7197,127939,0.0,Everyone,5.9.2,4
,None,0.0,0,0,0.0,Unrated,,1
Auto Palmistry Premium,Entertainment,3.0,5,44349,2.99,Everyone,4.0.3,3
Drift Mania Championship,Game,3.0,3432,1178477,0.99,Everyone,1.80,10
「宅建士」過去問題《受験用》,Education,0.0,0,24444,3.99,Everyone,5.1,1
Osmos for iPad,Game,4.5,24306,41772,4.99,Everyone,2.4.1,9
携程旅行-酒店、机票、火车票预订助手,Travel & Local,3.5,312,144488,0.0,Mature 17+,7.4.1,1
"Audible – audio books, original series & podcasts",Books & Reference,4.5,105274,81558,0.0,Everyone,2.23,5
Living Earth - Clock & Weather,Utilities,4.5,25475,169009,2.99,Everyone,3.82,11
Sushi Cat,Game,4.0,8718,62373,0.99,Everyone,2.1.0,1
Talking Tom Cat for iPad,Entertainment,3.5,29492,75417,0.0,Everyone,3.3,13
Let's create! Pottery HD,Entertainment,4.5,12787,175157,4.99,Everyone,1.71,1
Files HD Pro - File Manager & Web Browser,Utilities,4.0,2237,28118,4.99,Mature 17+,6.1.1,2
Army Fitness APFT Calculator,Utilities,4.0,108,15759,0.99,Everyone,2.4,1
Ringtones for iPhone & Ringtone Maker,Music,4.5,25403,109270,0.0,Teen,8.9.6,9
Zoopla Property Search -UK Homes for Sale and Rent,Lifestyle,3.5,210,59411,0.0,Everyone,3.3.4,1
Vestiaire Collective - Pre-Owned Luxury Fashion,Shopping,4.0,169,138755,0.0,Everyone,4.2.7,5
Week Calendar,Productivity,4.5,7447,81845,1.99,Everyone,10.2.1,29
Stack the States®,Education,4.5,12833,132377,2.99,Everyone,2.7,1
Flashlight Ⓞ,Utilities,5.0,130450,42027,0.0,Everyone,2.1.2,22
ゲーム発展国＋＋,Game,4.0,6,191410,4.99,Everyone,2.09,1
,None,0.0,0,0,0.0,Unrated,,1
Celebtwin: Celebrity Looks Like Lite,Lifestyle,1.5,1111,81773,0.0,Everyone,6.1,12
Onefootball - Soccer Scores & Live News,Sports,4.5,3194,113814,0.0,Teen,10.12,13
SuperCam_Pro,Business,2.5,1399,27815,1.99,Everyone,4.3,7
カロリー管理（痩せるアプリ）,Health & Fitness,4.5,10,44402,3.99,Mature 17+,5.4,1
,None,0.0,0,0,0.0,Unrated,,1
手机百度 - 百度一下你就得到,Utilities,4.5,1990,226406,0.0,Mature 17+,8.6.5,1
Sam's Club: Wholesale Shopping & Bulk Buy Deals,Shopping,4.0,8149,113119,0.0,Everyone,17.4,1
Splashtop Personal - Remote Desktop,Business,4.5,29376,55986,4.99,Everyone,2.7.4.1,11
eBay Kleinanzeigen - Free. Easy. Local.,Shopping,4.5,74,63022,0.0,Everyone,7.5.2,1
Viber Messenger – Text & Call,Social,4.5,164249,129657,0.0,Everyone,6.9.0,32
,None,0.0,0,0,0.0,Unrated,,1
Osmos,Game,4.5,14605,33989,2.99,Everyone,2.4.1,9
shopkick - Shopping Rewards & Discounts,Shopping,4.5,130823,74822,0.0,Everyone,5.1.4,2
Decide Now!,Entertainment,4.5,486,3462,0.99,Everyone,2.0.1,9
"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",Music,4.5,8946,3462,0.99,Everyone,1.9,1
,None,0.0,0,0,0.0,Unrated,,1
The Secret of Grisly Manor,Game,4.0,1993,51794,0.99,Everyone,1.9.4,7
"Find My Family, Friends & iPhone - Life360 Locator",Social,4.5,43877,154507,0.0,Everyone,13.7.1,13
Pocketbooth - the photo booth in your pocket,Photo & Video,4.5,2377,72586,0.99,Everyone,3.5,1
"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",Entertainment,4.5,1590,184689,0.0,Mature 17+,7.1,2
The Incident,Game,4.0,2070,19534,0.99,Everyone,1.7,1
ホットペッパービューティー/サロン予約,Lifestyle,4.0,9,65892,0.0,Everyone,4.14.1,1
Dictionary.com Dictionary & Thesaurus Premium,Books & Reference,4.5,11530,108836,3.99,Everyone,7.1.3,1
Autohome-Find new＆Used Cars For Sale,Lifestyle,4.0,194,89219,0.0,Mature 17+,8.0.6,2
OPEN Forum,Business,3.5,200,83138,0.0,Everyone,6.3,1
Weibo HD,Social,4.5,16772,104387,0.0,Everyone,4.0.0,3
Reckless Racing HD,Game,4.0,9,77139,0.99,Everyone,1.4.3,5
Bloons Super Monkey,Game,3.5,2113,28566,0.99,Everyone,1.5.4,1
Lotto Results - Mega Millions Powerball Lottery,News & Magazines,4.0,794,7990,0.0,Teen,3.5.1,1
,None,0.0,0,0,0.0,Unrated,,1
IKEA Catalog,Lifestyle,4.0,8939,122979,0.0,Everyone,17.10,29
QQ安全中心,Utilities,3.5,308,32918,0.0,Mature 17+,6.9.8,1
Free IQ Test: Calculate your IQ,Education,2.0,5,4034,0.0,Everyone,3.0.2,2
Infinity Blade,Game,5.0,326482,624107,0.99,Teen,1.4.1,13
淘宝 - 随时随地，想淘就淘,Shopping,4.0,3801,309673,0.0,Everyone,6.7.2,1
Virtual Regatta Offshore,Game,3.5,209,123541,0.0,Everyone,2.2.1,1
iSlash,Game,4.5,33868,27619,0.99,Everyone,1.5.4,1
,None,0.0,0,0,0.0,Unrated,,1
Ugly Meter™,Entertainment,3.5,13741,30441,0.99,Everyone 10+,4.6,1
"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",Books & Reference,4.5,18418,100551,0.0,Everyone,9.2.1,16
Carbs & Cals - Diet & Diabetes,Health & Fitness,1.5,21,209295,4.99,Everyone,4.0.5,1
2XL Supercross HD,Game,3.5,1588,270729,4.99,Everyone,1.2.1,7
Fly Delta,Travel & Local,3.0,8094,140803,0.0,Everyone,4.2.2,1
Google Authenticator,Utilities,3.0,1652,17235,0.0,Everyone,3.0.0,32
CamScanner +| PDF Document Scanner and OCR,Productivity,4.5,5482,98450,0.99,Everyone,4.4.2,14
Pocket Anatomy - Interactive 3D Human Anatomy and Physiology.,Medical,4.5,611,685733,13.99,Teen,6.0,1
"Flashlight for iPhone , iPod and iPad",Utilities,4.5,26697,64041,0.0,Everyone,4.1.1,1
赶集网-工作生活啥都有！,Lifestyle,4.0,317,106115,0.0,Mature 17+,7.9.9,1
The Sims 3 Ambitions,Game,3.5,14202,444821,4.99,Teen,1.1.83,10
,None,0.0,0,0,0.0,Unrated,,1
Bookshelf,Education,2.5,2064,106445,0.0,Everyone,3.9.5,32
QQ同步助手-新机一键换机必备工具,Utilities,4.5,746,72941,0.0,Everyone,6.7.8,1
Der Feueralarm,Entertainment,0.0,0,30711,0.99,Teen,1.2,1
POF - Best Dating App for Conversations,Social,3.5,52642,59248,0.0,Mature 17+,5.90,31
NFL,Sports,2.5,27317,131428,0.0,Everyone,14.1.4,1
Vernier Video Physics,Education,4.0,76,40472,4.99,Everyone,3.0.4,5
Instagram,Photo & Video,4.5,2161558,113954,0.0,Teen,10.23,29
"Due — Reminders, Countdown Timers",Productivity,4.5,2554,32130,4.99,Everyone,2.4.2,17
UFO on Tape,Game,3.5,1058,35359,0.99,Everyone,1.5,1
Catan HD,Game,4.0,10382,812010,1.99,Everyone,4.6.2,6
Polar Plunge ™,Game,3.5,1428,3700,0.99,Everyone,1.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
Sunday Ticket,Entertainment,2.5,3134,92392,0.0,Everyone,2.6.041,1
央视影音HD-海量央视内容高清直播,Entertainment,2.5,596,64325,0.0,Everyone,6.1.55,3
Neuroshima Hex,Game,4.5,4378,511094,4.99,Everyone 10+,3.0,1
"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",Maps & Navigation,4.0,280,25960,4.99,Everyone,4.1.4,6
ArtRage,Entertainment,4.0,1045,58826,4.99,Everyone,2.1.11,7
Sleep Talk Recorder,Utilities,4.5,1110,25309,0.0,Mature 17+,5.4.4,31
Spider Solitaire by MobilityWare,Game,4.5,11154,39446,4.99,Everyone,3.2.1,3
iSleeping by iSommeil SARL,Medical,0.0,0,24419,0.0,Everyone,2.7.1,3
中国建设银行,Finance,2.0,258,209245,0.0,Mature 17+,4.0.3.005,1
Lane Splitter,Game,4.5,44567,106458,0.99,Everyone,5.2.1,1
Ryder Cup 2016 – Hazeltine National Golf Club,Sports,2.5,3818,116247,0.0,Everyone,4.1.2,1
Noteshelf,Productivity,4.5,7562,117406,9.99,Everyone,11.9.6,7
The Legend of Spookley the Square Pumpkin,Books & Reference,4.5,120,36942,2.99,Everyone,2.6.1,1
,None,0.0,0,0,0.0,Unrated,,1
BUBBLE BOBBLE DOUBLE,Game,3.0,206,56954,4.99,Everyone,2.0.0,1
Paprika Recipe Manager,Food & Drink,4.5,1755,10432,4.99,Mature 17+,2.2.2,16
ToonCamera,Photo & Video,4.5,1037,29494,1.99,Everyone,4.0,13
Sonic The Hedgehog 4™ Episode I,Game,4.0,4755,124710,2.99,Everyone 10+,1.5,1
Cisco AnyConnect,Business,3.5,825,46872,0.0,Everyone,4.0.05066,1
GroupMe,Social,4.5,28260,66864,0.0,Everyone,5.9.0,14
招商银行,Finance,3.5,306,154910,0.0,Teen,5.3.0,2
Jenga,Game,4.5,32527,97562,0.0,Everyone,1.7.6,1
"Zappos: shop shoes & clothes, fast free shipping",Shopping,5.0,103655,70325,0.0,Everyone,3.9.0,1
"Printer Pro - Print photos, pdf and emails",Productivity,4.5,15981,98820,6.99,Everyone,5.4.11,9
Sephora Makeup & Beauty App – Insider Tips & Style,Shopping,4.5,15593,147001,0.0,Everyone,17.3,1
,None,0.0,0,0,0.0,Unrated,,1
欧路英语词典 Eudic 增强版,Books & Reference,4.0,206,152671,2.99,Mature 17+,8.2.1,3
爱奇艺 - 电视剧电影综艺娱乐视频播放器,Entertainment,3.5,786,235160,0.0,Mature 17+,8.5.0,2
,None,0.0,0,0,0.0,Unrated,,1
Mathmateer®,Education,4.5,1207,26029,1.99,Everyone,2.3,1
Battleheart,Game,4.5,6879,275481,2.99,Everyone 10+,1.6,1
Youku HD,Entertainment,4.0,5683,145140,0.0,Teen,5.0,1
Bowitter for iPhone,Social,0.0,0,3174,0.99,Everyone,1.5.0,2
Need for Speed™ Hot Pursuit,Game,4.0,5059,1269152,4.99,Everyone,1.3.10,8
Instant Heart Rate+: Heart Rate & Pulse Monitor,Health & Fitness,4.5,10158,189514,4.99,Everyone,5.72,31
去哪儿旅行-预订机票酒店火车票特价旅游自由行,Travel & Local,4.0,291,131723,0.0,Mature 17+,4.10.12,1
NOAA Hurricane Center,Weather,3.0,31,8069,1.99,Everyone,3.5,1
CVS Pharmacy,Shopping,4.0,35981,129167,0.0,Teen,3.4.1,1
Age of Zombies™,Game,4.5,14493,53805,0.99,Teen,1.2.81,1
AVPlayer,Entertainment,4.0,853,39790,2.99,Mature 17+,2.84,11
土豆视频HD—高清影视综艺视频播放器,Entertainment,3.0,990,68668,0.0,Teen,5.5.2,1
土豆（短视频分享平台）,Entertainment,3.0,676,88601,0.0,Teen,6.3.3,1
Spider Solitaire Free by MobilityWare,Game,4.5,128739,91588,0.0,Everyone,3.4.0,3
The Calculator,Utilities,4.5,1556,71177,2.99,Everyone,4.7.0,11
Game Dev Story,Game,4.5,12331,191455,4.99,Everyone,2.09,5
,None,0.0,0,0,0.0,Unrated,,1
French Words for Kids - Learn Letter Sounds,Education,4.5,22,35518,3.99,Everyone,5.0.1,2
Death Worm,Game,4.0,6527,29303,0.99,Teen,1.65,1
,None,0.0,0,0,0.0,Unrated,,1
Cartoon Wars 2: Heroes,Game,4.5,13049,42482,0.99,Teen,111,1
MSNBC,News & Magazines,3.5,3692,92997,0.0,Teen,6.0.5,1
Super Stickman Golf,Game,4.5,41446,88879,2.99,Everyone,2.0,1
Black Friday 2017 Ads App - BlackFriday.fm,Shopping,4.5,8221,23296,0.0,Everyone,3.0.3,1
Hotel Dash Deluxe,Game,4.5,36190,50085,0.99,Everyone,1.27.3,1
Backbreaker 2: Vengeance,Game,4.5,14491,83214,0.99,Everyone,1.3.6,1
,None,0.0,0,0,0.0,Unrated,,1
The Calculator - Free and Easy Calculating!,Utilities,4.5,99244,84945,0.0,Everyone,4.7.2,11
出会い系アプリ i-Mail（アイメール）,Social,0.0,0,3833,0.0,Mature 17+,2.1.2,1
,None,0.0,0,0,0.0,Unrated,,1
Angry Birds Seasons HD,Game,4.0,75714,710486,0.0,Everyone,6.6.1,1
Gravity Guy,Game,4.5,35161,22577,0.99,Everyone 10+,1.4.4,1
,None,0.0,0,0,0.0,Unrated,,1
